iter	Logloss
0	0.6457262148
1	0.6061697198
2	0.5689203324
3	0.5319666691
4	0.4973591482
5	0.4682303735
6	0.4410056234
7	0.4146960535
8	0.3911620346
9	0.3715590696
10	0.3529205456
11	0.3358113714
12	0.3196528344
13	0.3045251134
14	0.2915578393
15	0.2796306994
16	0.2675498769
17	0.2570013946
18	0.2477922148
19	0.2387619486
20	0.2312289661
21	0.2240368834
22	0.2179920801
23	0.211821602
24	0.2050241118
25	0.1990374868
26	0.1935885772
27	0.1881348083
28	0.1844832186
29	0.1809953771
30	0.1771516041
31	0.1734474029
32	0.1699469592
33	0.1663115093
34	0.1627322753
35	0.1596278393
36	0.1570958549
37	0.1539392213
38	0.1505486596
39	0.1478881569
40	0.145485198
41	0.1425918352
42	0.140743546
43	0.1390087164
44	0.1368837532
45	0.1353961614
46	0.1335606746
47	0.1317673731
48	0.1306010569
49	0.1294777804
50	0.1279085415
51	0.1263840643
52	0.1246103869
53	0.1237260847
54	0.1224520092
55	0.1211329983
56	0.119685002
57	0.1186003864
58	0.1172482281
59	0.1162176124
60	0.1151160159
61	0.1139724478
62	0.1126726206
63	0.1116435534
64	0.1105965575
65	0.1094497587
66	0.1080411843
67	0.1066810628
68	0.1058759981
69	0.1046876949
70	0.1037177539
71	0.1026909963
72	0.102079263
73	0.1011256554
74	0.1003944884
75	0.09958870955
76	0.09862960188
77	0.09772829872
78	0.09723011194
79	0.09654526865
80	0.09570839816
81	0.09501706688
82	0.09437425535
83	0.09399379353
84	0.09359471546
85	0.09310454521
86	0.0924051974
87	0.09178305799
88	0.09120156863
89	0.09084197918
90	0.09030514481
91	0.08970236257
92	0.08914075102
93	0.08824038234
94	0.08753749684
95	0.08709100037
96	0.08659034389
97	0.08586067206
98	0.08536495499
99	0.0846746383
100	0.08412507492
101	0.08361328472
102	0.08326616396
103	0.08270765623
104	0.08230962611
105	0.08186691431
106	0.08149081119
107	0.08081293648
108	0.08024271434
109	0.0795330605
110	0.07897970578
111	0.07851767686
112	0.07782739354
113	0.07741190859
114	0.07694732986
115	0.07619996292
116	0.07565129398
117	0.07521695915
118	0.07471899265
119	0.07431976105
120	0.07389575895
121	0.0733091633
122	0.07290726843
123	0.07254980827
124	0.0721357918
125	0.07187214048
126	0.07169211881
127	0.07120520591
128	0.07062455759
129	0.07025464876
130	0.06975317126
131	0.06942407937
132	0.06901299317
133	0.06865519927
134	0.06841161266
135	0.06788736045
136	0.06750635129
137	0.06721752898
138	0.0667905165
139	0.06641383267
140	0.0661285881
141	0.06562185746
142	0.06528234607
143	0.06488076491
144	0.06450010285
145	0.06392640976
146	0.06362035957
147	0.06327994706
148	0.06291224095
149	0.06274719772
150	0.0624209026
151	0.06219143338
152	0.06178585396
153	0.06133031303
154	0.06094419091
155	0.06058835274
156	0.06019217157
157	0.05990808842
158	0.05973756511
159	0.0593626034
160	0.05888550259
161	0.05863935282
162	0.05828905481
163	0.05793961119
164	0.05777284584
165	0.05739703641
166	0.05718975451
167	0.05684185946
168	0.05669514547
169	0.05648688903
170	0.05614472103
171	0.05594688409
172	0.05584387058
173	0.0554211901
174	0.05526505117
175	0.05490465406
176	0.0546239651
177	0.05447276892
178	0.05401983787
179	0.05380263708
180	0.05369521814
181	0.05350905558
182	0.05316741156
183	0.05288668255
184	0.05271940323
185	0.05250237599
186	0.05227960168
187	0.05209211081
188	0.05191915784
189	0.05178373108
190	0.05145089124
191	0.05116510266
192	0.0510516029
193	0.05062937966
194	0.05024433553
195	0.0499493523
196	0.04972230606
197	0.04946665126
198	0.04920866024
199	0.04898587258
200	0.04879068557
201	0.04863030141
202	0.04845284623
203	0.04819587314
204	0.04783582646
205	0.04762188635
206	0.04746899142
207	0.04715406363
208	0.04698561287
209	0.04675372066
210	0.04653306228
211	0.04627185731
212	0.04580884051
213	0.0455548077
214	0.04536373909
215	0.04512517867
216	0.04498363438
217	0.04486488816
218	0.04459348397
219	0.04443228213
220	0.044274351
221	0.04412652564
222	0.04392514767
223	0.04369517783
224	0.04336155368
225	0.04309043317
226	0.04284271814
227	0.04260390074
228	0.04235444691
229	0.04233280693
230	0.04217837677
231	0.04193798075
232	0.04182804538
233	0.04168790615
234	0.0415069233
235	0.04141720616
236	0.04110906673
237	0.04089810696
238	0.04084628315
239	0.04064226192
240	0.04046805074
241	0.04034236264
242	0.04026395275
243	0.04013080213
244	0.04000548449
245	0.03978447902
246	0.03948518715
247	0.03938493704
248	0.03923447843
249	0.03907483185
250	0.03887896066
251	0.03870274368
252	0.03857533679
253	0.03851628408
254	0.03848408109
255	0.03835483528
256	0.03810496426
257	0.03801880817
258	0.03780847918
259	0.03764279517
260	0.03758065865
261	0.03736752287
262	0.03727108746
263	0.03700833392
264	0.03686513759
265	0.03662845281
266	0.03645243607
267	0.03636928034
268	0.036227963
269	0.03604880906
270	0.03588423641
271	0.03577382379
272	0.0356742712
273	0.03551092673
274	0.03538069971
275	0.03529264128
276	0.03514065747
277	0.0349136446
278	0.03481995924
279	0.03468294052
280	0.03461177622
281	0.03436180175
282	0.03426255621
283	0.0341780121
284	0.03412134232
285	0.03399816732
286	0.03381374356
287	0.03375812173
288	0.03356114919
289	0.03341450529
290	0.033279192
291	0.03311432232
292	0.03300925962
293	0.03284337535
294	0.03278296764
295	0.0325684635
296	0.03248064203
297	0.03230755556
298	0.03228362276
299	0.03214855311
300	0.03205984388
301	0.03199751713
302	0.03183500035
303	0.03175288924
304	0.03156751765
305	0.0314196222
306	0.03134220687
307	0.03127525777
308	0.03124284786
309	0.03108341821
310	0.0309255071
311	0.03076101121
312	0.03067818255
313	0.03055390285
314	0.03047525601
315	0.03027130821
316	0.03016491721
317	0.0301347534
318	0.0299242008
319	0.02977166297
320	0.02969557261
321	0.02951305119
322	0.02937034547
323	0.02934075904
324	0.02932150867
325	0.02925389207
326	0.02922071121
327	0.02902747994
328	0.02894401383
329	0.02878663671
330	0.02863757316
331	0.02847427208
332	0.02838998496
333	0.02837265028
334	0.02826519129
335	0.02821727896
336	0.02805359407
337	0.02787886559
338	0.02771909218
339	0.02760711096
340	0.02758673754
341	0.02743271788
342	0.02741925631
343	0.02736288189
344	0.02726231472
345	0.02713952519
346	0.02713889275
347	0.02709147936
348	0.02705587886
349	0.02694114425
350	0.02683723129
351	0.02674670816
352	0.02664654816
353	0.02655582144
354	0.02646444726
355	0.02640530944
356	0.02634489004
357	0.02633471418
358	0.02630732712
359	0.02622941619
360	0.02613805702
361	0.02604603204
362	0.02593902361
363	0.02585033774
364	0.02583202185
365	0.02571088936
366	0.02558387963
367	0.02552114238
368	0.0254744115
369	0.02535315887
370	0.02532832829
371	0.02525746103
372	0.02524504073
373	0.02512218112
374	0.02510711256
375	0.02495664395
376	0.02486110631
377	0.02480748194
378	0.02478871717
379	0.02477765188
380	0.02469690745
381	0.02464864469
382	0.02455483251
383	0.02446412081
384	0.02435997256
385	0.02427804501
386	0.0242226735
387	0.02411891407
388	0.02406261307
389	0.02401497441
390	0.02391612937
391	0.02385040844
392	0.02382508392
393	0.02368908312
394	0.02358832071
395	0.02356882838
396	0.02346556456
397	0.02342602253
398	0.02332617625
399	0.02324453572
400	0.02316593561
401	0.02309606624
402	0.02303996549
403	0.02293616601
404	0.02279732672
405	0.02269642247
406	0.02257848057
407	0.02254175368
408	0.02244528823
409	0.02237551231
410	0.02228720691
411	0.02222877162
412	0.02216953535
413	0.0221346891
414	0.02211561729
415	0.02201727452
416	0.02193457269
417	0.02188759484
418	0.02180562724
419	0.02173078509
420	0.02166326027
421	0.02159282688
422	0.02153592848
423	0.02146391481
424	0.02139529698
425	0.02131618123
426	0.02130762069
427	0.02118931835
428	0.02112388444
429	0.02104812115
430	0.02104249923
431	0.0209181194
432	0.02090152897
433	0.02081956304
434	0.02076558324
435	0.02064119841
436	0.02056833202
437	0.02049892155
438	0.0204925971
439	0.02043774455
440	0.02038876925
441	0.02032920757
442	0.02026851784
443	0.02014755055
444	0.02010666855
445	0.02000892319
446	0.01985131245
447	0.01979447579
448	0.01973946973
449	0.01969974414
450	0.01962539926
451	0.01958253148
452	0.01949171966
453	0.01943921667
454	0.01942651103
455	0.019332285
456	0.01927455058
457	0.01919261468
458	0.01915264714
459	0.01909564194
460	0.01903728675
461	0.01900863147
462	0.01891346762
463	0.01883419167
464	0.01877981638
465	0.01873981212
466	0.01866444432
467	0.01861057465
468	0.01851490017
469	0.01847481415
470	0.01843653201
471	0.01838419423
472	0.01835430743
473	0.01834991869
474	0.01830794367
475	0.01823863833
476	0.01820844448
477	0.01817202297
478	0.0181173423
479	0.01808656941
480	0.01803461377
481	0.01796422042
482	0.01792293292
483	0.01786661524
484	0.01783148197
485	0.01782830973
486	0.01777520601
487	0.01772975004
488	0.01768823892
489	0.01768351644
490	0.01765644811
491	0.01760256676
492	0.01754297505
493	0.01752506133
494	0.01746470367
495	0.01742564391
496	0.01736803631
497	0.01730802408
498	0.01725461664
499	0.01721740082
500	0.01717861139
501	0.01713741232
502	0.01707573638
503	0.01703729738
504	0.01700545317
505	0.01696291245
506	0.01693228474
507	0.01689501551
508	0.01683785012
509	0.01682163682
510	0.01676577137
511	0.01671243235
512	0.0166566737
513	0.0166031578
514	0.01659992048
515	0.01658576972
516	0.01655054635
517	0.01648593679
518	0.01644067439
519	0.01636582389
520	0.01632665733
521	0.01628587544
522	0.01622635882
523	0.01618956518
524	0.01614364864
525	0.01609140431
526	0.01605461234
527	0.01600220614
528	0.01596755681
529	0.01589595197
530	0.01584755071
531	0.0158474873
532	0.01579758752
533	0.01576013807
534	0.01570548577
535	0.01565644872
536	0.01557755157
537	0.01551825856
538	0.01544372345
539	0.01534868809
540	0.01529780878
541	0.01525860717
542	0.01520869238
543	0.01515027544
544	0.01507284677
545	0.01504129792
546	0.01500844079
547	0.01496151301
548	0.01491970152
549	0.01489273832
550	0.01482913667
551	0.01477323617
552	0.01476168695
553	0.01473087902
554	0.01468222744
555	0.01464172256
556	0.01461554867
557	0.01461555701
558	0.01459336635
559	0.01456985741
560	0.01452712479
561	0.01451921338
562	0.01449361352
563	0.0144437321
564	0.01440275665
565	0.0143446501
566	0.01429625717
567	0.01428878798
568	0.0142421639
569	0.01420938353
570	0.01417088112
571	0.01414989361
572	0.01414222417
573	0.01413743828
574	0.01410782514
575	0.01407963877
576	0.0140539221
577	0.01403119746
578	0.01398287128
579	0.01396004818
580	0.01392190788
581	0.01388163663
582	0.01386595648
583	0.01382874817
584	0.01378303521
585	0.01378295845
586	0.01374076149
587	0.01370479887
588	0.01367817275
589	0.0136394484
590	0.01358022465
591	0.01355828847
592	0.01353127938
593	0.01350411176
594	0.01350412093
595	0.01349219625
596	0.01344925004
597	0.01344925754
598	0.01340694795
599	0.01337161861
600	0.01332981213
601	0.01332470334
602	0.01327104977
603	0.01324062564
604	0.01318914058
605	0.01315684748
606	0.01315685416
607	0.0131443254
608	0.01313234064
609	0.01306550167
610	0.0130518849
611	0.01300433719
612	0.01297900099
613	0.01292351767
614	0.01292059407
615	0.01287400754
616	0.01282013287
617	0.01282012285
618	0.01278546017
619	0.01273740767
620	0.01268132027
621	0.0126220573
622	0.01260251573
623	0.01259106997
624	0.01252548839
625	0.01250663851
626	0.01250012132
627	0.01248448039
628	0.01244670304
629	0.0124004611
630	0.01237833385
631	0.01233816355
632	0.01230356846
633	0.01224719988
634	0.01220410848
635	0.01220411182
636	0.01217434267
637	0.01213134138
638	0.0121010616
639	0.01207532157
640	0.01205052353
641	0.01199759503
642	0.01195290666
643	0.01195193463
644	0.01192773066
645	0.01192674111
646	0.01188632802
647	0.01186018583
